"No","FXY","ElementName_E","CodeFigure","EntryName_E","EntryName_sub1_E","EntryName_sub2_E","Note_E","Status"
959,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","0","Reserved",,,,"Operational"
960,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","1","HIRS 1",,,,"Operational"
961,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","2","HIRS 2",,,,"Operational"
962,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","3","HIRS 3",,,,"Operational"
963,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","4","HIRS 4",,,,"Operational"
964,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","5","HIRS 5",,,,"Operational"
965,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","6","HIRS 6",,,,"Operational"
966,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","7","HIRS 7",,,,"Operational"
967,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","8","HIRS 8",,,,"Operational"
968,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","9","HIRS 9",,,,"Operational"
969,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","10","HIRS 10",,,,"Operational"
970,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","11","HIRS 11",,,,"Operational"
971,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","12","HIRS 12",,,,"Operational"
972,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","13","HIRS 13",,,,"Operational"
973,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","14","HIRS 14",,,,"Operational"
974,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","15","HIRS 15",,,,"Operational"
975,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","16","HIRS 16",,,,"Operational"
976,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","17","HIRS 17",,,,"Operational"
977,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","18","HIRS 18",,,,"Operational"
978,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","19","HIRS 19",,,,"Operational"
979,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","20","HIRS 20",,,,"Operational"
980,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","21","MSU 1",,,,"Operational"
981,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","22","MSU 2",,,,"Operational"
982,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","23","MSU 3",,,,"Operational"
983,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","24","MSU 4",,,,"Operational"
984,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","25","SSU 1",,,,"Operational"
985,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","26","SSU 2",,,,"Operational"
986,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","27","SSU 3",,,,"Operational"
987,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","28","AMSU A 1",,,,"Operational"
988,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","29","AMSU A 2",,,,"Operational"
989,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","30","AMSU A 3",,,,"Operational"
990,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","31","AMSU A 4",,,,"Operational"
991,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","32","AMSU A 5",,,,"Operational"
992,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","33","AMSU A 6",,,,"Operational"
993,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","34","AMSU A 7",,,,"Operational"
994,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","35","AMSU A 8",,,,"Operational"
995,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","36","AMSU A 9",,,,"Operational"
996,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","37","AMSU A 10",,,,"Operational"
997,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","38","AMSU A 11",,,,"Operational"
998,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","39","AMSU A 12",,,,"Operational"
999,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","40","AMSU A 13",,,,"Operational"
1000,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","41","AMSU A 14",,,,"Operational"
1001,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","42","AMSU A 15",,,,"Operational"
1002,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","43","AMSU B 1 / MHS 1",,,,"Operational"
1003,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","44","AMSU B 2 / MHS 2",,,,"Operational"
1004,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","45","AMSU B 3 / MHS 3",,,,"Operational"
1005,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","46","AMSU B 4 / MHS 4",,,,"Operational"
1006,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","47","AMSU B 5 / MHS 5",,,,"Operational"
1007,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","48","AVHRR 1",,,,"Operational"
1008,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","49","AVHRR 2",,,,"Operational"
1009,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","50","AVHRR 3a",,,,"Operational"
1010,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","51","AVHRR 3b",,,,"Operational"
1011,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","52","AVHRR 4",,,,"Operational"
1012,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","53","AVHRR 5",,,,"Operational"
1013,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","54-62","Reserved",,,,"Operational"
1014,"002150","TOVS/ATOVS/AVHRR instrumentation channel number","63","Missing value",,,,"Operational"
1015,"002151","Radiometer identifier","0","HIRS",,,,"Operational"
1016,"002151","Radiometer identifier","1","MSU",,,,"Operational"
1017,"002151","Radiometer identifier","2","SSU",,,,"Operational"
1018,"002151","Radiometer identifier","3","AMSU A1 1",,,,"Operational"
1019,"002151","Radiometer identifier","4","AMSU A1 2",,,,"Operational"
1020,"002151","Radiometer identifier","5","AMSU A2",,,,"Operational"
1021,"002151","Radiometer identifier","6","AMSU B",,,,"Operational"
1022,"002151","Radiometer identifier","7","AVHRR",,,,"Operational"
1023,"002151","Radiometer identifier","8","Reserved",,,,"Operational"
1024,"002151","Radiometer identifier","9","MHS",,,,"Operational"
1025,"002151","Radiometer identifier","10-2046","Reserved",,,,"Operational"
1026,"002151","Radiometer identifier","2047","Missing value",,,,"Operational"
1027,"002152","Satellite instrument used in data processing","1","High-resolution infrared sounder (HIRS)",,,,"Operational"
1028,"002152","Satellite instrument used in data processing","2","Microwave sounding unit (MSU)",,,,"Operational"
1029,"002152","Satellite instrument used in data processing","3","Stratospheric sounding unit (SSU)",,,,"Operational"
1030,"002152","Satellite instrument used in data processing","4","AMI wind mode",,,,"Operational"
1031,"002152","Satellite instrument used in data processing","5","AMI wave mode",,,,"Operational"
1032,"002152","Satellite instrument used in data processing","6","AMI image mode",,,,"Operational"
1033,"002152","Satellite instrument used in data processing","7","RADAR altimeter",,,,"Operational"
1034,"002152","Satellite instrument used in data processing","8","ATSR",,,,"Operational"
1035,"002152","Satellite instrument used in data processing","9","Geostationary imager",,,,"Operational"
1036,"002152","Satellite instrument used in data processing","10","Geostationary sounder",,,,"Operational"
1037,"002152","Satellite instrument used in data processing","11","Geostationary earth radiation (GERB)",,,,"Operational"
1038,"002152","Satellite instrument used in data processing","12","Multi-channel scanning radiometer",,,,"Operational"
1039,"002152","Satellite instrument used in data processing","13","Polar orbiting imager",,,,"Operational"
1040,"002152","Satellite instrument used in data processing","14-30","Reserved",,,,"Operational"
1041,"002152","Satellite instrument used in data processing","All 31","Missing value",,,,"Operational"
1042,"002158","RA-2 instruments","1","Mismatch in RED VEC HPA",,,,"Operational"
1043,"002158","RA-2 instruments","2","Mismatch in RED VEC RFSS",,,,"Operational"
1044,"002158","RA-2 instruments","3","PTR calibration band 320 MHz (Ku)",,,,"Operational"
1045,"002158","RA-2 instruments","4","PTR calibration band 80 MHz (Ku)",,,,"Operational"
1046,"002158","RA-2 instruments","5","PTR calibration band 20 MHz (Ku)",,,,"Operational"
1047,"002158","RA-2 instruments","6","PTR calibration band 160 MHz (S)",,,,"Operational"
1048,"002158","RA-2 instruments","7","Ku flight calibration parameters available",,,,"Operational"
1049,"002158","RA-2 instruments","8","S flight calibration parameters available",,,,"Operational"
1050,"002158","RA-2 instruments","All 9","Missing value",,,,"Operational"
1051,"002159","MWR instruments","1","Temperature inconsistency",,,,"Operational"
1052,"002159","MWR instruments","2","Data missing",,,,"Operational"
1053,"002159","MWR instruments","3","Redundancy channel",,,,"Operational"
1054,"002159","MWR instruments","4","Power bus protection",,,,"Operational"
1055,"002159","MWR instruments","5","Overvoltage/Overload protection",,,,"Operational"
1056,"002159","MWR instruments","6","Reserved",,,,"Operational"
1057,"002159","MWR instruments","7","Reserved",,,,"Operational"
1058,"002159","MWR instruments","All 8","Missing value",,,,"Operational"
1059,"002160","Wave length of the radar","0","Reserved",,,,"Operational"
1060,"002160","Wave length of the radar","1","10 to less than 20 mm　",,,,"Operational"
1061,"002160","Wave length of the radar","2","Reserved",,,,"Operational"
1062,"002160","Wave length of the radar","3","20 to less than 40 mm",,,,"Operational"
1063,"002160","Wave length of the radar","4","Reserved",,,,"Operational"
1064,"002160","Wave length of the radar","5","40 to less than 60 mm",,,,"Operational"
1065,"002160","Wave length of the radar","6","Reserved",,,,"Operational"
1066,"002160","Wave length of the radar","7","60 to less than 90 mm",,,,"Operational"
1067,"002160","Wave length of the radar","8","90 to less than 110 mm",,,,"Operational"
1068,"002160","Wave length of the radar","9","110 mm and greater",,,,"Operational"
1069,"002160","Wave length of the radar","10-14","Not used",,,,"Operational"
1070,"002160","Wave length of the radar","15","Missing value",,,,"Operational"
1071,"002163","Height assignment method","0","Auto editor",,,,"Operational"
1072,"002163","Height assignment method","1","IRW height assignment",,,,"Operational"
1073,"002163","Height assignment method","2","WV height assignment",,,,"Operational"
1074,"002163","Height assignment method","3","H2O intercept height assignment",,,,"Operational"
1075,"002163","Height assignment method","4","CO2 slicing height assignment",,,,"Operational"
1076,"002163","Height assignment method","5","Low pixel max gradient",,,,"Operational"
1077,"002163","Height assignment method","6","Higher pixel max gradient",,,,"Operational"
1078,"002163","Height assignment method","7","Primary height assignment",,,,"Operational"
1079,"002163","Height assignment method","8","Layer thickness assignment",,,,"Operational"
1080,"002163","Height assignment method","9","Cumulative contribution function - 10 percent height",,,,"Operational"
1081,"002163","Height assignment method","10","Cumulative contribution function - 50 percent height",,,,"Operational"
