"No","Category","CategoryOfSequences_E","FXY1","Title_E","SubTitle_E","FXY2","ElementName_E","ExistingElementName_E","Note_E","Status"
4868.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"025070","Major frame count","Major frame count",,"Operational"
4869.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"201000","Change data width","Reset width",,"Operational"
4870.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"202126","Change scale","Subtract 2 from scale",,"Operational"
4871.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"007001","Height of station","Height of station",,"Operational"
4872.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"202000","Change scale","Reset scale",,"Operational"
4873.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"033060","GqisFlagQual - individual IASI-System quality flag","GqisFlagQual",,"Operational"
4874.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"033061","GqisQualIndex - indicator for instrument noise performance (contributions from spectral and radiometric calibration)","GqisQualIndex",,"Operational"
4875.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"033062","GqisQualIndexLoc - indicator for geometric quality index","GqisQualIndexLoc",,"Operational"
4876.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"033063","GqisQualIndexRad - indicator for instrument noise performance (contributions from radiometric calibration)","GqisQualIndexRad",,"Operational"
4877.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"033064","GqisQualIndexSpect - indicator for instrument noise performance (contributions from spectral calibration)","GqisQualIndexSpect",,"Operational"
4878.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"033065","GqisSysTecSondQual - output of system TEC (Technical Expertise Centre) quality function","GqisSysTecSondQual",,"Operational"
4879.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"101010","Replication descriptor","Repeat next 1 descriptor 10 times",,"Operational"
4880.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"340002","IASI Level 1c band description","IASI Level 1c band description",,"Operational"
4881.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"101087","Replication descriptor","Repeat next 1 descriptor 87 times",,"Operational"
4882.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"340003","IASI Level 1c 100 channels","IASI Level 1c 100 channel sequence",,"Operational"
4883.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"002019","Satellite instruments","Satellite instruments",,"Operational"
4884.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"025051","AVHRR channel combination","AVHRR channel combination",,"Operational"
4885.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"101007","Replication descriptor","Repeat next 1 descriptor 7 times",,"Operational"
4886.00,"40","Additional satellite report sequences","340001","(IASI Level 1c data)",,"340004","IASI Level 1c AVHRR single scene","IASI Level 1c AVHRR single scene sequence",,"Operational"
4887.00,"40","Additional satellite report sequences","340002","(IASI Level 1c band description)",,"025140","Start channel","Start channel",,"Operational"
4888.00,"40","Additional satellite report sequences","340002","(IASI Level 1c band description)",,"025141","End channel","End channel",,"Operational"
4889.00,"40","Additional satellite report sequences","340002","(IASI Level 1c band description)",,"025142","Channel scale factor","Channel scale factor",,"Operational"
4890.00,"40","Additional satellite report sequences","340003","(IASI Level 1c 100 channels)",,"104100","Replication descriptor","Repeat next 4 descriptors 100 times",,"Operational"
4891.00,"40","Additional satellite report sequences","340003","(IASI Level 1c 100 channel)",,"201136","Change data width","Add 8 to width",,"Operational"
4892.00,"40","Additional satellite report sequences","340003","(IASI Level 1c 100 channel)",,"005042","Channel number","Channel number",,"Operational"
4893.00,"40","Additional satellite report sequences","340003","(IASI Level 1c 100 channel)",,"201000","Change data width","Reset width",,"Operational"
4894.00,"40","Additional satellite report sequences","340003","(IASI Level 1c 100 channel)",,"014046","Scaled IASI radiance","Scaled IASI radiance",,"Operational"
4895.00,"40","Additional satellite report sequences","340004","(IASI Level 1c AVHRR single scene)",,"005060","Y angular position from centre of gravity","Y angular position from centre of gravity",,"Operational"
4896.00,"40","Additional satellite report sequences","340004","(IASI Level 1c AVHRR single scene)",,"005061","Z angular position from centre of gravity","Z angular position from centre of gravity",,"Operational"
4897.00,"40","Additional satellite report sequences","340004","(IASI Level 1c AVHRR single scene)",,"025085","Fraction of clear pixels in HIRS FOV","Fraction of clear pixels in HIRS FOV",,"Operational"
4898.00,"40","Additional satellite report sequences","340004","(IASI Level 1c AVHRR single scene)",,"105006","Replication descriptor","Repeat next 5 descriptor 6 times",,"Operational"
4899.00,"40","Additional satellite report sequences","340004","(IASI Level 1c AVHRR single scene)",,"005042","Channel number","Channel number",,"Operational"
4900.00,"40","Additional satellite report sequences","340004","(IASI Level 1c AVHRR single scene)",,"025142","Channel scale factor","Channel scale factor",,"Operational"
4901.00,"40","Additional satellite report sequences","340004","(IASI Level 1c AVHRR single scene)",,"014047","Scaled mean AVHRR radiance","Scaled mean AVHRR radiance",,"Operational"
4902.00,"40","Additional satellite report sequences","340004","(IASI Level 1c AVHRR single scene)",,"025142","Channel scale factor","Channel scale factor",,"Operational"
4903.00,"40","Additional satellite report sequences","340004","(IASI Level 1c AVHRR single scene)",,"014048","Scaled standard deviation AVHRR radiance","Scaled std dev AVHRR radiance",,"Operational"
4904.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)",,"001007","Satellite identifier","Satellite identifier",,"Operational"
4905.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)",,"002019","Satellite instruments","Satellite instruments",,"Operational"
4906.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)",,"001096","Station acquisition","Acquisition station identifier",,"Operational"
4907.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)",,"025061","Software identification and version number","Software identification",,"Operational"
4908.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)",,"005044","Satellite cycle number","Satellite cycle number",,"Operational"
4909.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)",,"005040","Orbit number","Orbit number",,"Operational"
4910.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)",,"001030","Numerical model identifier","Numerical model identifier",,"Operational"
4911.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Datation","004001","Year","Year",,"Operational"
4912.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Datation","004002","Month","Month",,"Operational"
4913.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Datation","004003","Day","Day",,"Operational"
4914.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Datation","004004","Hour","Hour",,"Operational"
4915.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Datation","004005","Minute","Minute",,"Operational"
4916.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Datation","004007","Seconds within a minute (microsecond accuracy)","Seconds within a minute",,"Operational"
4917.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Location and surface type","005001","Latitude (high accuracy)","Latitude (high accuracy)",,"Operational"
4918.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Location and surface type","006001","Longitude (high accuracy)","Longitude (high accuracy)",,"Operational"
4919.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Location and surface type","008029","Surface type","Remotely-sensed surface type",,"Operational"
4920.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Location and surface type","008074","Altimeter echo type","Altimeter echo type",,"Operational"
4921.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Location and surface type","008077","Radiometer sensed surface type","Radiometer sensed surface type",,"Operational"
4922.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Flags","040011","Interpolation flag","Interpolation flag",,"Operational"
4923.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Flags","025097","Three-dimensional error estimate of the navigator orbit","Three-dimensional error estimate of the navigator orbit",,"Operational"
4924.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Flags","025095","Altimeter state flag","Altimeter state flag",,"Operational"
4925.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Flags","025098","Altimeter data quality flag","Altimeter data quality flag",,"Operational"
4926.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Flags","025099","Altimeter correction quality flag","Altimeter correction quality flag",,"Operational"
4927.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Flags","021144","Altimeter rain flag","Altimeter rain flag",,"Operational"
4928.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Flags","025096","Radiometer state flag","Radiometer state flag",,"Operational"
4929.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Flags","040012","Radiometer data quality flag","Radiometer data quality flag",,"Operational"
4930.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Flags","040013","Radiometer brightness temperature interpretation flag","Radiometer brightness temperature interpretation flag",,"Operational"
4931.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Flags","021169","Ice presence indicator","Ice presence indicator",,"Operational"
4932.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","022151","Ku band ocean range","Ku band ocean range",,"Operational"
4933.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","022162","RMS of 20 Hz Ku band ocean range","RMS of 20 Hz Ku band ocean range",,"Operational"
4934.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","022163","Number of 20Hz valid points for Ku band","Number of 20 Hz valid points for Ku band",,"Operational"
4935.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","025160","Ku band net instrumental correction","Ku band net instrumental correction",,"Operational"
4936.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","025133","Sea state bias correction on Ku band","Sea state bias correction on Ku band",,"Operational"
4937.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","022156","Ku band significant wave height","Ku band significant wave height",,"Operational"
4938.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","022164","RMS 20 Hz Ku band significant wave height","RMS 20 Hz Ku band significant wave height",,"Operational"
4939.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","022165","Number of 20Hz valid points for Ku band significant wave height","Number of 20 Hz valid points for Ku band significant wave height",,"Operational"
4940.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","022166","Ku band net instrumental correction for significant wave height","Ku band net instrumental correction for significant wave height",,"Operational"
4941.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","021137","Ku band corrected ocean backscatter coefficient","Ku band corrected ocean backscatter coefficient",,"Operational"
4942.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","021138","Std Ku band corrected ocean backscatter coefficient","STD Ku band corrected ocean backscatter coefficient",,"Operational"
4943.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","022167","Number of valid points for Ku band backscatter","Number of valid points for Ku band backscatter",,"Operational"
4944.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","021139","Ku band net instrumental correction for AGC","Ku band net instrumental correction for AGC",,"Operational"
4945.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","021118","Attenuation correction on sigma-0","Attenuation correction on sigma-0",,"Operational"
4946.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","021145","Ku band automatic gain control","Ku band automatic gain control",,"Operational"
4947.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","021146","RMS Ku band automatic gain control","RMS Ku band automatic gain control",,"Operational"
4948.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: Ku band","021147","Number of valid points for Ku band automatic gain control","Number of valid points for Ku band automatic gain control",,"Operational"
4949.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","022168","C band ocean range","C band ocean range",,"Operational"
4950.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","022169","RMS of C band ocean range","RMS of C band ocean range",,"Operational"
4951.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","022170","Number of 20Hz valid points for C band","Number of 20 Hz valid points for c band",,"Operational"
4952.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","025161","C band net instrumental correction","C band net instrumental correction",,"Operational"
4953.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","025162","Sea state bias correction on C band","Sea state bias correction on C band",,"Operational"
4954.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","022171","C band significant wave height","C band significant wave height",,"Operational"
4955.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","022172","RMS 20Hz C band significant wave height","RMS 20 Hz C band significant wave height",,"Operational"
4956.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","022173","Number of 20Hz valid points for C band significant wave height","Number of 20 Hz valid points for C band significant wave height",,"Operational"
4957.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","022174","C band net instrumental correction for significant wave height","C band net instrumental correction for significant wave height",,"Operational"
4958.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","021170","C band corrected ocean backscatter coefficient","C band corrected ocean backscatter coefficient",,"Operational"
4959.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","021171","RMS C band corrected ocean backscatter coefficient","RMS C band corrected ocean backscatter coefficient",,"Operational"
4960.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","022175","Number of valid points for C band backscatter","Number of valid points for C band backscatter",,"Operational"
4961.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","021172","C band net instrumental correction for AGC","C band net instrumental correction for AGC",,"Operational"
4962.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","021118","Attenuation correction on sigma-0","Attenuation correction on sigma-0",,"Operational"
4963.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","021173","C band automatic gain control","C band automatic gain control",,"Operational"
4964.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","021174","RMS C band automatic gain control","RMS C band automatic gain control",,"Operational"
4965.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Altimeter: C band","021175","Number of valid points for C band automatic gain control","Number of valid points for C band automatic gain control",,"Operational"
4966.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Radiometer","002153","Satellite channel centre frequency","Satellite channel centre frequency",,"Operational"
4967.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Radiometer","012063","Brightness temperature","Brightness temperature",,"Operational"
4968.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Radiometer","002153","Satellite channel centre frequency","Satellite channel centre frequency",,"Operational"
4969.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Radiometer","012063","Brightness temperature","Brightness temperature",,"Operational"
4970.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Radiometer","002153","Satellite channel centre frequency","Satellite channel centre frequency",,"Operational"
4971.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Radiometer","012063","Brightness temperature","Brightness temperature",,"Operational"
4972.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Radiometer","013090","Radiometer water vapour content","Radiometer water vapour content",,"Operational"
4973.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Radiometer","013091","Radiometer liquid content","Radiometer liquid content",,"Operational"
4974.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Wind","007002","Height or altitude","Height or altitude",,"Operational"
4975.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Wind","011097","Wind speed from altimeter","Wind speed from altimeter",,"Operational"
4976.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Wind","011098","Wind speed from radiometer","Wind speed from radiometer",,"Operational"
4977.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Wind","007002","Height or altitude","Height or altitude",,"Operational"
4978.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Wind","011095","u component of the model wind vector","U component of the model wind vector",,"Operational"
4979.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Wind","011096","v component of the model wind vector","V component of the model wind vector",,"Operational"
4980.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010096","Mean dynamic topography","Mean dynamic topography",,"Operational"
4981.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010081","Altitude of COG above reference ellipsoid","Altitude of COG above reference ellipsoid",,"Operational"
4982.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010082","Instantaneous altitude rate","Instantaneous altitude rate",,"Operational"
4983.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010083","Squared off nadir angle of the satellite from platform data","Off nadir angle of the satellite from platform data",,"Operational"
4984.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010101","Squared off nadir angle of the satellite from waveform data","Squared off nadir angle of the satellite from waveform data",,"Operational"
4985.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","025132","Ionospheric correction from model on Ku band","Ionospheric correction from model on Ku band",,"Operational"
4986.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","025163","Altimeter ionospheric correction on Ku band","Altimeter ionospheric correction on Ku band",,"Operational"
4987.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","025126","Model dry tropospheric correction","Model dry tropospheric correction",,"Operational"
4988.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","025128","Model wet tropospheric correction","Model wet tropospheric correction",,"Operational"
4989.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","025164","Radiometer wet tropospheric correction","Radiometer wet tropospheric correction",,"Operational"
4990.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010085","Mean sea surface height","Mean sea-surface height",,"Operational"
4991.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010097","Mean sea surface height from altimeter only","Mean sea-surface height from altimeter only",,"Operational"
4992.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010086","Geoid's height","Geoid's height",,"Operational"
4993.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010087","Ocean depth/land elevation","Ocean depth/land elevation",,"Operational"
4994.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010092","Solid Earth tide height","Solid earth tide height",,"Operational"
4995.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010088","Total geocentric ocean tide height (solution 1)","Geocentric ocean tide height solution 1",,"Operational"
4996.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010089","Total geocentric ocean tide height (solution 2)","Geocentric ocean tide height solution 2",,"Operational"
4997.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010098","Loading tide height geocentric ocean tide solution 1","Loading tide height geocentric ocean tide solution 1",,"Operational"
4998.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010099","Loading tide height geocentric ocean tide solution 2","Loading tide height geocentric ocean tide solution 2",,"Operational"
4999.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010090","Long period tide height","Long period tide height",,"Operational"
5000.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010100","Non-equilibrium long period tide height","Non-equilibrium long period tide height",,"Operational"
5001.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","010093","Geocentric pole tide height","Geocentric pole tide height",,"Operational"
5002.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","025127","Inverted barometer correction","Sea surface height correction due to pressure loading",,"Operational"
5003.00,"40","Additional satellite report sequences","340005","(JASON2 OGDR data)","Dynamic topography","040014","High frequency fluctuations of the sea surface topography correction","High frequency fluctuations of the sea surface topography correction",,"Operational"
5004.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"001007","Satellite identifier","Satellite identifier",,"Validation"
5005.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"001031","Identification of originating/generating centre","Identification of originating/generating centre",,"Validation"
5006.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"002019","Satellite instruments","Satellite instruments",,"Validation"
5007.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"002020","Satellite classification","Satellite classification",,"Validation"
5008.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"004001","Year","Year",,"Validation"
5009.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"004002","Month","Month",,"Validation"
5010.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"004003","Day","Day",,"Validation"
5011.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"004004","Hour","Hour",,"Validation"
5012.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"004005","Minute","Minute",,"Validation"
5013.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"202131","Change scale","Add 3 to scale",,"Validation"
5014.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"201138","Change data width","Add 10 to width",,"Validation"
5015.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"004006","Second","Second",,"Validation"
5016.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"201000","Change data width","Reset width",,"Validation"
5017.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"202000","Change scale","Reset scale",,"Validation"
5018.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"005001","Latitude (high accuracy)","Latitude (high accuracy)",,"Validation"
5019.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"006001","Longitude (high accuracy)","Longitude (high accuracy)",,"Validation"
5020.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"007024","Satellite zenith angle","Satellite zenith angle",,"Validation"
5021.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"005021","Bearing or azimuth","Bearing or azimuth",,"Validation"
5022.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"007025","Solar zenith angle","Solar zenith angle",,"Validation"
5023.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"005022","Solar azimuth","Solar azimuth",,"Validation"
5024.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"005043","Field of view number","Field of view number",,"Validation"
5025.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"005040","Orbit number","Orbit number",,"Validation"
5026.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"201133","Change data width","Add 5 to width",,"Validation"
5027.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"005041","Scan line number","Scan line number",,"Validation"
5028.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"201000","Change data width","Reset width",,"Validation"
5029.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"201132","Change data width","Add 4 to width",,"Validation"
5030.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"025070","Major frame count","Major frame count",,"Validation"
5031.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"201000","Change data width","Reset width",,"Validation"
5032.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"202126","Change scale","Subtract 2 from scale",,"Validation"
5033.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"007001","Height of station","Height of station",,"Validation"
5034.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"202000","Change scale","Reset scale",,"Validation"
5035.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"103003","Replication descriptor","Repeat next 3 descriptor 3 times",,"Validation"
5036.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"025140","Start channel","Start channel",,"Validation"
5037.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"025141","End channel","End channel",,"Validation"
5038.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"033060","GqisFlagQual - individual IASI-System quality flag","GqisFlagQual",,"Validation"
5039.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"033061","GqisQualIndex - indicator for instrument noise performance (contributions from spectral and radiometric calibration)","GqisQualIndex",,"Validation"
5040.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"033062","GqisQualIndexLoc - indicator for geometric quality index","GqisQualIndexLoc",,"Validation"
5041.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"033063","GqisQualIndexRad - indicator for instrument noise performance (contributions from radiometric calibration)","GqisQualIndexRad",,"Validation"
5042.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"033064","GqisQualIndexSpect - indicator for instrument noise performance (contributions from spectral calibration)","GqisQualIndexSpect",,"Validation"
5043.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"033065","GqisSysTecSondQual - output of system TEC (Technical Expertise Centre) quality function","GqisSysTecSondQual",,"Validation"
5044.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"040020","GQisFlagQualDetailed - Quality flag for the system","GqisFlagQualDetailed - Quality flag for the system",,"Validation"
5045.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"101010","Replication descriptor","Repeat next 1 descriptor 10 times",,"Validation"
5046.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"340002","IASI Level 1c band description","IASI Level 1c band description",,"Validation"
5047.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"101087","Replication descriptor","Repeat next 1 descriptor 87 times",,"Validation"
5048.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"340003","IASI Level 1c 100 channels","IASI Level 1c 100 channel sequence",,"Validation"
5049.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"002019","Satellite instruments","Satellite instruments",,"Validation"
5050.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"025051","AVHRR channel combination","AVHRR channel combination",,"Validation"
5051.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"101007","Replication descriptor","Repeat next 1 descriptor 7 times",,"Validation"
5052.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"340004","IASI Level 1c AVHRR single scene","IASI Level 1c AVHRR single scene sequence",,"Validation"
5053.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"020081","Cloud amount in segment","Cloud amount in segment",,"Validation"
5054.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"008029","Surface type","Remotely sensed surface type",,"Validation"
5055.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"020083","Amount of segment covered by scene","Amount of segment covered by scene",,"Validation"
